Date,Sentiment_Score,Tweet_Volume,Open,High,Low,Close,Log_Returns
2018-01-02 09:00:00,-0.017196428571428564,18,12897.69,12899.65,12792.09,12798.19,0.0016231304679136102
2018-01-02 09:30:00,-0.007580000000000009,5,12798.55,12826.7,12793.92,12818.98,0.0015589707093354246
2018-01-02 10:00:00,0.0,4,12818.88,12839.77,12804.67,12838.98,-0.00567461944041823
2018-01-02 10:30:00,0.12738,5,12840.29,12844.07,12745.15,12766.33,0.003073681559068357
2018-01-02 11:00:00,0.202975,4,12767.24,12813.84,12766.92,12805.63,0.0008203961388678218
2018-01-02 11:30:00,-0.14123333333333332,3,12805.68,12828.49,12791.83,12816.14,0.0008056902599850337
2018-01-02 12:00:00,0.11333333333333334,4,12816.33,12837.57,12805.35,12826.47,-0.00038911492442559133
2018-01-02 12:30:00,0.0,1,12826.61,12830.38,12815.36,12821.48,-3.587793702240475e-05
2018-01-02 13:00:00,0.2294,2,12821.45,12831.27,12817.79,12821.02,-0.00016380693595195806
2018-01-02 13:30:00,0.1139,1,12821.02,12826.29,12814.62,12818.92,0.0005763255158600586
2018-01-02 14:00:00,-0.1965,3,12819.07,12827.14,12812.99,12826.31,-0.0017409079823605719
2018-01-02 14:30:00,0.2939,5,12826.13,12827.9,12802.56,12804.0,0.0009313062808735988
2018-01-02 15:00:00,-0.148,2,12803.5,12822.52,12796.51,12815.93,0.0038121896686012856
2018-01-02 15:30:00,0.0,1,12815.96,12866.43,12805.76,12864.88,0.004059412705596647
2018-01-02 16:00:00,-0.3525,2,12864.32,12924.16,12864.32,12917.21,-0.0024144238410293483
2018-01-02 16:30:00,0.7387,1,12917.21,12920.45,12871.47,12886.06,-0.002382150390747406
2018-01-02 17:00:00,0.0086,3,12885.47,12890.97,12847.08,12855.4,0.0012430623532111494
2018-01-02 17:30:00,0.37527499999999997,4,12855.77,12871.39,12855.77,12871.39,0.0056160706844664825
2018-01-03 09:00:00,0.0,6,12916.18,12950.38,12914.51,12943.88,-0.0009066306387404854
2018-01-03 09:30:00,-0.235825,4,12943.84,12943.84,12925.17,12932.15,-0.0007944603251542583
2018-01-03 10:00:00,0.13565714285714287,9,12932.06,12950.52,12916.46,12921.88,-0.0011165598112940797
2018-01-03 10:30:00,0.0,3,12921.98,12923.93,12895.03,12907.46,-0.00010072202202546595
2018-01-03 11:00:00,-0.03932,5,12907.37,12913.96,12893.05,12906.16,0.0008960695521989957
2018-01-03 11:30:00,-0.02551666666666667,4,12906.13,12922.26,12905.13,12917.73,0.0015292847020140078
2018-01-03 12:00:00,-0.30268333333333336,7,12917.78,12941.83,12910.7,12937.5,-0.0007399838654676154
2018-01-03 12:30:00,0.21305000000000002,2,12937.49,12941.76,12923.62,12927.93,1.6243767904743045e-05
2018-01-03 13:00:00,0.05268333333333334,6,12927.9,12930.59,12917.7,12928.14,0.0009015020747442188
2018-01-03 13:30:00,0.038275,4,12928.14,12940.87,12924.86,12939.8,3.863972705384275e-05
2018-01-03 14:00:00,0.568175,3,12939.8,12946.34,12933.54,12940.3,-0.0014654906698927967
2018-01-03 14:30:00,0.04076666666666662,3,12940.35,12941.51,12920.7,12921.35,0.0014044392170231281
2018-01-03 15:00:00,-0.07576999999999999,7,12921.35,12943.31,12921.35,12939.51,0.0029386024981922793
2018-01-03 15:30:00,0.050575,5,12939.79,12984.13,12934.19,12977.59,0.0024927314690705595
2018-01-03 16:00:00,0.08656,5,12977.6,13015.82,12977.6,13009.98,-0.001652404670387617
2018-01-03 16:30:00,0.6249,1,13010.13,13023.59,12983.8,12988.5,0.00010162319974014838
2018-01-03 17:00:00,0.0,1,12988.53,13005.03,12980.37,12989.82,-0.0008941764757331264
2018-01-03 17:30:00,-0.743,1,12989.82,12989.82,12978.21,12978.21,0.009539649705508078
2018-01-04 09:00:00,-0.1468,6,13065.98,13113.95,13062.67,13102.61,-0.0008956424504048272
2018-01-04 09:30:00,-0.1242875,10,13102.61,13112.21,13087.47,13090.88,-0.0007213728404178689
2018-01-04 10:00:00,-0.2294,5,13090.6,13103.54,13080.38,13081.44,0.002228919828395553
2018-01-04 10:30:00,0.10733333333333334,7,13081.57,13121.16,13076.1,13110.63,-0.00039441427512805906
2018-01-04 11:00:00,-0.11452499999999999,8,13108.89,13115.82,13100.03,13105.46,-0.000228175213606899
2018-01-04 11:30:00,-0.009200000000000009,5,13105.46,13106.6,13093.83,13102.47,0.0006187757821975456
2018-01-04 12:00:00,0.0,1,13102.45,13113.61,13100.26,13110.58,-0.0006355666504078277
2018-01-04 12:30:00,0.148,2,13110.67,13111.09,13096.22,13102.25,0.0018201669863682683
2018-01-04 13:00:00,0.5938333333333333,3,13102.34,13127.8,13101.82,13126.12,-5.1044566107508325e-05
2018-01-04 13:30:00,0.06563333333333332,6,13126.12,13129.63,13117.81,13125.45,0.000977012863030301
2018-01-04 14:00:00,0.32356666666666667,3,13125.5,13144.01,13120.46,13138.28,0.0017885881921372829
2018-01-04 14:30:00,-0.23470000000000002,5,13137.73,13164.64,13134.36,13161.8,0.0011655743101247566
2018-01-04 15:00:00,-0.32326666666666665,6,13163.66,13184.14,13157.58,13177.15,-0.0009612158525249652
2018-01-04 15:30:00,0.1121,8,13177.09,13182.5,13148.68,13164.49,0.0012085832125252403
2018-01-04 16:00:00,0.12040000000000001,3,13165.06,13181.12,13151.55,13180.41,0.0005362583179336072
2018-01-04 16:30:00,-0.21591666666666667,7,13180.41,13208.35,13177.82,13187.48,-0.001581536726997647
2018-01-04 17:00:00,-0.09774999999999998,8,13187.6,13189.32,13157.22,13166.64,9.493239491564641e-05
2018-01-04 17:30:00,0.12023999999999999,5,13165.48,13167.89,13165.08,13167.89,0.005796551409128567
2018-01-05 09:00:00,0.08076666666666667,6,13219.11,13267.41,13219.11,13244.44,0.0006989170090390467
2018-01-05 09:30:00,0.06023333333333333,8,13244.27,13261.37,13238.99,13253.7,0.00162991356532118
2018-01-05 10:00:00,0.20315,4,13253.54,13278.1,13251.32,13275.32,0.0018393176532469915
2018-01-05 10:30:00,0.0,4,13275.2,13311.31,13274.89,13299.76,0.000288685340999646
2018-01-05 11:00:00,0.0,1,13299.96,13316.7,13297.24,13303.6,0.0011388923926081813
2018-01-05 11:30:00,0.07568,5,13303.6,13332.8,13302.31,13318.76,-0.0005692840618276091
2018-01-05 12:00:00,-0.1426,4,13320.67,13322.19,13303.6,13311.18,0.00017878108904272882
2018-01-05 12:30:00,0.15689999999999998,5,13311.13,13318.37,13307.15,13313.56,-0.0008370911497906982
2018-01-05 13:00:00,0.05296666666666667,4,13313.65,13313.65,13292.18,13302.42,0.0006184931135230158
2018-01-05 13:30:00,0.4493333333333333,3,13302.49,13313.91,13302.23,13310.65,-0.0001420016449031227
2018-01-05 14:00:00,0.11886666666666666,3,13310.65,13316.31,13304.21,13308.76,-0.0001901184263170205
