Date,Sentiment_Score,Tweet_Volume,Open,High,Low,Close,Log_Returns
2018-01-02 09:00:00,-0.08455,6,5318.74,5318.75,5282.75,5289.61,-0.004634883936302665
2018-01-02 10:00:00,0.06939999999999999,5,5289.78,5289.83,5258.66,5265.15,9.495954730423379e-05
2018-01-02 11:00:00,-0.12765,4,5265.07,5273.25,5262.83,5265.65,0.00013862474777795415
2018-01-02 12:00:00,0.0,1,5265.7,5270.94,5263.31,5266.38,0.002060014272234921
2018-01-02 13:00:00,0.6712,2,5266.91,5281.67,5266.02,5277.24,-0.00043024163374608734
2018-01-02 14:00:00,-0.27115,2,5277.3,5282.88,5274.97,5274.97,0.001551411403855255
2018-01-02 15:00:00,-0.282625,4,5273.75,5283.17,5267.02,5283.16,0.0014620701390674
2018-01-02 16:00:00,0.0,4,5283.75,5295.59,5283.75,5290.89,-0.0004329131245012107
2018-01-02 17:00:00,0.0,4,5290.52,5293.73,5275.77,5288.6,0.0031414508213476076
2018-01-03 09:00:00,0.011133333333333337,6,5295.31,5310.76,5295.25,5305.24,-0.0008485779286838987
2018-01-03 10:00:00,0.05783333333333333,6,5304.8,5311.69,5291.89,5300.74,0.0016926697134852066
2018-01-03 11:00:00,-0.08808,5,5300.8,5311.15,5298.54,5309.72,-1.8833562161763802e-05
2018-01-03 12:00:00,-0.059525,4,5309.65,5313.96,5306.08,5309.62,0.0007304822260375181
2018-01-03 13:00:00,0.0,1,5309.32,5313.84,5305.62,5313.5,-0.000536513522185538
2018-01-03 14:00:00,0.0,0,5313.38,5317.48,5308.02,5310.65,0.002193181329330751
2018-01-03 15:00:00,-0.15293333333333334,3,5310.63,5324.67,5310.62,5322.31,0.0026663355018606743
2018-01-03 16:00:00,0.0,4,5321.36,5347.63,5321.35,5336.52,-0.000982395699474721
2018-01-03 17:00:00,0.27546,5,5336.32,5340.67,5331.27,5331.28,0.008072326350907408
2018-01-04 09:00:00,-0.1858,3,5360.01,5376.78,5360.0,5374.49,0.000755135327856577
