Date,Sentiment_Score,Tweet_Volume,Open,High,Low,Close,Adj Close,Volume,Log_Returns
02/01/2018,0.153964306,142,7687.799805,7691.299805,7624.100098,7648.100098,7648.100098,576251800,0.00300277
03/01/2018,0.131297339,137,7648.100098,7689.899902,7640.5,7671.100098,7671.100098,571662800,0.003227673
04/01/2018,0.098424269,203,7671.100098,7702.5,7671.100098,7695.899902,7695.899902,705864000,0.003670576
05/01/2018,0.137728873,160,7695.899902,7727.700195,7689.799805,7724.200195,7724.200195,636035700,-0.003592603
08/01/2018,0.089847118,147,7724.200195,7733.399902,7691.799805,7696.5,7696.5,635135400,0.00447254
09/01/2018,0.153743813,151,7696.5,7733.100098,7696.5,7731,7731,709674500,0.002261056
10/01/2018,0.144739437,153,7731,7756.100098,7716.200195,7748.5,7748.5,861758600,0.001856687
11/01/2018,0.14555678,132,7748.5,7769,7734.600098,7762.899902,7762.899902,982791800,0.002020423
12/01/2018,0.145857563,137,7762.899902,7792.600098,7752.600098,7778.600098,7778.600098,1133867000,-0.001222046
15/01/2018,0.030712214,137,7778.600098,7783.600098,7763.399902,7769.100098,7769.100098,551904700,-0.001700509
16/01/2018,0.065657946,138,7769.100098,7791.799805,7740.600098,7755.899902,7755.899902,824367900,-0.003940243
17/01/2018,0.051542321,126,7755.899902,7755.899902,7711.100098,7725.399902,7725.399902,822508200,-0.003163398
18/01/2018,0.094641057,131,7725.399902,7739.5,7683.700195,7701,7701,765527900,0.003862134
19/01/2018,0.086820546,134,7701,7731.799805,7694.700195,7730.799805,7730.799805,795594100,-0.001994006
22/01/2018,0.128551316,123,7730.799805,7739.399902,7703.700195,7715.399902,7715.399902,730171300,0.00212335
23/01/2018,0.094257836,161,7715.399902,7745.200195,7710,7731.799805,7731.799805,742420200,-0.011499152
24/01/2018,0.108652331,167,7731.799805,7732,7643.399902,7643.399902,7643.399902,746643300,-0.003617507
25/01/2018,0.077107056,160,7643.399902,7662.399902,7608.5,7615.799805,7615.799805,713251600,0.006504731
26/01/2018,0.119112763,120,7615.799805,7667.399902,7615.799805,7665.5,7665.5,713831300,0.000782422
29/01/2018,0.135903608,106,7665.5,7689.200195,7663.899902,7671.5,7671.5,612924000,-0.010944111
30/01/2018,0.098101449,161,7671.5,7671.700195,7587.100098,7588,7588,798999000,-0.007195024
31/01/2018,0.101525926,155,7588,7599,7521.799805,7533.600098,7533.600098,880751700,-0.005750841
01/02/2018,0.120599405,161,7533.600098,7554.700195,7476.5,7490.399902,7490.399902,872509100,-0.006294467
02/02/2018,0.032902308,155,7490.399902,7494.799805,7432.299805,7443.399902,7443.399902,871574000,-0.014670309
05/02/2018,0.050203741,228,7443.399902,7443.399902,7334.799805,7335,7335,888994600,-0.02674859
06/02/2018,0.025136698,487,7335,7335,7079.399902,7141.399902,7141.399902,1354591000,0.019139606
07/02/2018,0.065596373,235,7141.399902,7311.5,7141.399902,7279.399902,7279.399902,1027400300,-0.015045122
08/02/2018,0.059759558,264,7279.399902,7279.399902,7161.299805,7170.700195,7170.700195,973611300,-0.010979532
09/02/2018,0.078776935,272,7170.700195,7170.700195,7073,7092.399902,7092.399902,927291900,0.011871641
12/02/2018,0.113599057,186,7092.399902,7199.899902,7092.399902,7177.100098,7177.100098,718740600,-0.00126874
13/02/2018,0.107589211,184,7177.100098,7203,7165.799805,7168,7168,718988800,0.006396907
14/02/2018,0.118320115,172,7168,7243.200195,7145.700195,7214,7214,940537000,0.002879107
15/02/2018,0.105237374,159,7214,7268,7206.700195,7234.799805,7234.799805,747830200,0.008245395
16/02/2018,0.142868532,128,7234.799805,7308,7234.799805,7294.700195,7294.700195,651756200,-0.00646388
19/02/2018,0.085649109,153,7294.700195,7306.200195,7240,7247.700195,7247.700195,511199000,-0.000124239
