Date,Sentiment_Score,Tweet_Volume,Open,High,Low,Close,Adj Close,Volume,Log_Returns
02/01/2018,0.03952549,52,5318.740234,5318.740234,5258.660156,5288.600098,5288.600098,66802600,0.00803774
03/01/2018,0.061439216,52,5295.310059,5347.629883,5291.890137,5331.279785,5331.279785,75371700,0.015339601
04/01/2018,0.095643396,57,5360.009766,5430.720215,5360.009766,5413.689941,5413.689941,92583500,0.010484799
05/01/2018,0.064833333,56,5424.160156,5470.75,5422.779785,5470.75,5470.75,76275800,0.003042467
08/01/2018,0.087273585,56,5483.470215,5499.149902,5478.919922,5487.419922,5487.419922,72318000,0.006633178
09/01/2018,0.065491333,55,5491.910156,5525.669922,5491.910156,5523.939941,5523.939941,78844900,-0.003492692
10/01/2018,0.083398214,61,5518.319824,5529.299805,5487.560059,5504.680176,5504.680176,96478300,-0.002934603
11/01/2018,0.043380392,53,5514.089844,5516.589844,5478.970215,5488.549805,5488.549805,83544400,0.005181052
12/01/2018,0.04734902,55,5502.629883,5520.180176,5486.089844,5517.060059,5517.060059,80659900,-0.001336771
15/01/2018,0.008432692,56,5515.549805,5525.009766,5501.279785,5509.689941,5509.689941,56215000,0.000749286
16/01/2018,-0.006407547,58,5513.700195,5535.950195,5500.220215,5513.819824,5513.819824,69422000,-0.003602826
17/01/2018,0.0140875,57,5496.259766,5518.390137,5485.02002,5493.990234,5493.990234,72741600,0.000152854
18/01/2018,0.0487125,54,5511.299805,5515.160156,5474.109863,5494.830078,5494.830078,82084500,0.005748806
19/01/2018,-0.036276042,51,5493.990234,5528.890137,5490.319824,5526.509766,5526.509766,78466200,0.002797214
22/01/2018,0.060426415,55,5520.209961,5543.060059,5512.27002,5541.990234,5541.990234,77421200,-0.001215188
23/01/2018,0.041718033,65,5563.560059,5567.029785,5521.830078,5535.259766,5535.259766,85807600,-0.007270763
24/01/2018,0.010496429,64,5532.850098,5538.580078,5495.160156,5495.160156,5495.160156,85219400,-0.002541861
25/01/2018,0.062108824,60,5493.810059,5525.759766,5456.049805,5481.209961,5481.209961,84803300,0.008708207
26/01/2018,0.042909615,54,5496.830078,5539.77002,5493.660156,5529.149902,5529.149902,65388300,-0.001368245
29/01/2018,0.049261364,46,5534.140137,5537.529785,5517.669922,5521.589844,5521.589844,60112400,-0.008696453
30/01/2018,0.010333333,71,5493.930176,5518.939941,5464.850098,5473.779785,5473.779785,80083100,0.00148788
31/01/2018,-0.023396,54,5483.509766,5496.779785,5471.180176,5481.930176,5481.930176,83562500,-0.005007174
01/02/2018,0.075998077,56,5510.589844,5529.399902,5432.589844,5454.549805,5454.549805,87026200,-0.016557442
02/02/2018,-0.0573875,52,5433.839844,5437.259766,5364.97998,5364.97998,5364.97998,99312300,-0.014862975
05/02/2018,0.0006,58,5322.939941,5332.77002,5283.27002,5285.830078,5285.830078,96711900,-0.023742365
06/02/2018,-0.01915,68,5104.279785,5226.129883,5101.149902,5161.810059,5161.810059,175358700,0.018063932
07/02/2018,0.055877358,57,5208.109863,5267.879883,5169.399902,5255.899902,5255.899902,117755000,-0.020028327
08/02/2018,0.02035082,67,5229.779785,5248.439941,5129.52002,5151.680176,5151.680176,123977500,-0.014167179
09/02/2018,-0.004072727,57,5133.459961,5155.870117,5051.209961,5079.209961,5079.209961,143039900,0.011909034
12/02/2018,0.031572222,56,5130.399902,5165.75,5113.819824,5140.060059,5140.060059,93467100,-0.006014053
13/02/2018,0.061905263,61,5136.089844,5155.220215,5109.240234,5109.240234,5109.240234,78507900,0.010904684
14/02/2018,0.068505882,54,5137.569824,5188.140137,5081.620117,5165.259766,5165.259766,109723700,0.011024653
15/02/2018,0.090145283,58,5211.709961,5255.080078,5204.439941,5222.52002,5222.52002,97295500,0.011245262
16/02/2018,0.014776596,49,5249.419922,5291.47998,5245.799805,5281.580078,5281.580078,101183700,-0.00482075
19/02/2018,0.016910204,52,5295.330078,5297.370117,5249.890137,5256.180176,5256.180176,51447900,0.006387194
20/02/2018,0.0588,55,5257.430176,5291.810059,5249.850098,5289.859863,5289.859863,75702000,0.002324401
21/02/2018,0.029016327,53,5278.47998,5303.810059,5255.77002,5302.169922,5302.169922,72945400,0.001330656
22/02/2018,0.014696364,56,5272.430176,5321.189941,5253.200195,5309.22998,5309.22998,87528200,0.001532031
23/02/2018,0.054994118,53,5312.299805,5322.350098,5292.700195,5317.370117,5317.370117,68488500,0.005044202
26/02/2018,0.026344444,56,5343.569824,5357.359863,5329.509766,5344.259766,5344.259766,67882600,-6.17E-05
27/02/2018,0.019701852,56,5358.569824,5363.52002,5329.790039,5343.930176,5343.930176,76239100,-0.004395922
28/02/2018,-0.00760102,51,5321.5,5357.060059,5312.620117,5320.490234,5320.490234,84387800,-0.010947837
01/03/2018,0.009473214,58,5304.810059,5315.77002,5242.870117,5262.560059,5262.560059,112757700,-0.024230108
02/03/2018,-0.036510204,50,5223.140137,5226.109863,5121.240234,5136.580078,5136.580078,117629800,0.005949254
05/03/2018,0.02472,42,5116.390137,5176.52002,5115.939941,5167.22998,5167.22998,120940100,0.000580413
06/03/2018,-0.014572222,65,5203.109863,5216.600098,5170.140137,5170.22998,5170.22998,90489200,0.003398342
07/03/2018,7.74E-05,56,5151.689941,5203.060059,5134.509766,5187.830078,5187.830078,93450600,0.01269323
08/03/2018,0.090375926,56,5189.140137,5264.359863,5186.279785,5254.100098,5254.100098,92799400,0.003856168
09/03/2018,0.039783654,56,5243.089844,5293.080078,5241.509766,5274.399902,5274.399902,75500400,0.00043788
12/03/2018,0.114277551,51,5298.220215,5302.419922,5258.109863,5276.709961,5276.709961,64074300,-0.006448983
13/03/2018,0.029854444,49,5284.839844,5311.660156,5225.27002,5242.790039,5242.790039,87014000,-0.001800314
14/03/2018,0.008821277,48,5237.75,5272.720215,5224.310059,5233.359863,5233.359863,73618000,0.006456766
15/03/2018,0.009779545,46,5252.220215,5274.939941,5235.939941,5267.259766,5267.259766,82441300,0.002936537
16/03/2018,0.041573171,42,5259.359863,5299.22998,5258.509766,5282.75,5282.75,150258600,-0.01140551
19/03/2018,-0.004065942,72,5263.390137,5265.439941,5210.069824,5222.839844,5222.839844,76919000,0.005649575
20/03/2018,0.067117857,58,5232.120117,5255.100098,5208.509766,5252.430176,5252.430176,66443200,-0.002418937
21/03/2018,0.049209524,64,5252.779785,5257.240234,5220.259766,5239.740234,5239.740234,69220400,-0.01393904
22/03/2018,-0.007339167,63,5205.169922,5231.169922,5119.290039,5167.209961,5167.209961,104323700,-0.014029996
23/03/2018,-0.036667797,62,5115.819824,5128.709961,5059.669922,5095.220215,5095.220215,102365000,-0.005696109
26/03/2018,0.051619298,62,5106.339844,5126.990234,5043.27002,5066.279785,5066.279785,83600900,0.009715329
27/03/2018,-0.008719697,69,5141.399902,5149.049805,5100.209961,5115.740234,5115.740234,84280000,0.002869307
28/03/2018,0.044986735,54,5073.419922,5130.439941,5038.120117,5130.439941,5130.439941,102195900,0.007158857
29/03/2018,-0.002764,51,5152.029785,5194.97998,5134.75,5167.299805,5167.299805,92382200,-0.002941967
03/04/2018,0.002743182,47,5144.629883,5171.620117,5118.689941,5152.120117,5152.120117,81857300,-0.002005128
04/04/2018,-0.038095455,59,5155.470215,5163.629883,5094.689941,5141.799805,5141.799805,91113200,0.025892027
05/04/2018,0.061096226,54,5216.680176,5280.609863,5213.629883,5276.669922,5276.669922,94689000,-0.003498788
06/04/2018,0.008495122,43,5256.25,5282.720215,5243.02002,5258.240234,5258.240234,68854400,0.000978917
09/04/2018,0.003534091,45,5271,5289.720215,5247.569824,5263.390137,5263.390137,60670000,0.008356899
10/04/2018,0.093240678,65,5299.580078,5312.879883,5281.580078,5307.560059,5307.560059,78090500,-0.005596371
11/04/2018,0.002917021,48,5301.439941,5303.319824,5264.27002,5277.939941,5277.939941,68231500,0.005909113
12/04/2018,0.064822222,46,5280.660156,5309.970215,5266.359863,5309.220215,5309.220215,82203700,0.001091806
13/04/2018,-0.011545833,51,5318.129883,5339.049805,5303.379883,5315.02002,5315.02002,68375700,-0.000387667
16/04/2018,0.07304186,44,5322.410156,5322.410156,5298.939941,5312.959961,5312.959961,60319200,0.00760892
17/04/2018,0.041090805,65,5325.629883,5370.22998,5317.120117,5353.540039,5353.540039,81726700,0.004961926
18/04/2018,0.027769231,54,5360.450195,5381.740234,5359.629883,5380.169922,5380.169922,82529900,0.002129673
